codigo_producto,fecha,cantidad_vendida,promo,feria,lluvia
RESOLUTOR,2021-02-01,149,0,0,0
RESOLUTOR,2021-03-01,203,1,0,1
RESOLUTOR,2021-04-01,211,1,0,1
RESOLUTOR,2021-05-01,135,0,0,0
RESOLUTOR,2021-06-01,143,0,0,0
RESOLUTOR,2021-07-01,135,0,0,0
RESOLUTOR,2021-08-01,165,1,0,0
RESOLUTOR,2021-09-01,183,0,0,1
RESOLUTOR,2021-10-01,184,0,0,1
RESOLUTOR,2021-11-01,158,1,0,0
RESOLUTOR,2021-12-01,137,0,0,0
RESOLUTOR,2022-01-01,142,0,0,0
RESOLUTOR,2022-02-01,158,1,0,0
RESOLUTOR,2022-03-01,189,0,0,1
RESOLUTOR,2022-04-01,193,0,0,1
RESOLUTOR,2022-05-01,146,0,1,0
RESOLUTOR,2022-06-01,173,0,1,0
RESOLUTOR,2022-07-01,152,0,0,0
RESOLUTOR,2022-08-01,145,0,0,0
RESOLUTOR,2022-09-01,187,0,0,1
RESOLUTOR,2022-10-01,192,0,0,1
RESOLUTOR,2022-11-01,162,1,0,0
RESOLUTOR,2022-12-01,144,0,0,0
RESOLUTOR,2023-01-01,171,0,0,0
RESOLUTOR,2023-02-01,145,0,0,0
RESOLUTOR,2023-03-01,200,0,0,1
RESOLUTOR,2023-04-01,236,1,1,1
RESOLUTOR,2023-05-01,134,0,0,0
RESOLUTOR,2023-06-01,172,1,0,0
RESOLUTOR,2023-07-01,147,0,0,0
RESOLUTOR,2023-08-01,145,0,1,0
RESOLUTOR,2023-09-01,215,1,0,1
RESOLUTOR,2023-10-01,217,1,0,1
RESOLUTOR,2023-11-01,165,0,0,0
RESOLUTOR,2023-12-01,151,0,0,0
RESOLUTOR,2024-01-01,143,0,0,0
RESOLUTOR,2024-02-01,152,0,0,0
RESOLUTOR,2024-03-01,204,0,1,1
RESOLUTOR,2024-04-01,198,1,0,1
RESOLUTOR,2024-05-01,137,0,0,0
RESOLUTOR,2024-06-01,143,0,0,0
RESOLUTOR,2024-07-01,148,0,0,0
RESOLUTOR,2024-08-01,168,1,0,0
RESOLUTOR,2024-09-01,226,0,1,1
RESOLUTOR,2024-10-01,217,1,0,1
RESOLUTOR,2024-11-01,139,0,0,0
RESOLUTOR,2024-12-01,138,0,0,0
RESOLUTOR,2025-01-01,150,0,0,0
RESOLUTOR,2025-02-01,136,0,0,0
RESOLUTOR,2025-03-01,191,0,0,1
RESOLUTOR,2025-04-01,201,0,0,1
RESOLUTOR,2025-05-01,140,0,0,0
RESOLUTOR,2025-06-01,149,0,0,0
RESOLUTOR,2025-07-01,148,0,0,0
RESOLUTOR,2025-08-01,147,0,0,0
RESOLUTOR,2025-09-01,194,0,0,1
RESOLUTOR,2025-10-01,199,0,1,1
RESOLUTOR,2025-11-01,185,1,1,0
RESOLUTOR,2025-12-01,150,0,0,0
OUROVIT-500,2008-01-01,226,0,0,0
OUROVIT-500,2008-02-01,255,0,0,0
OUROVIT-500,2008-03-01,246,0,0,0
OUROVIT-500,2008-04-01,310,1,0,0
OUROVIT-500,2008-05-01,285,0,0,0
OUROVIT-500,2008-06-01,263,0,0,0
OUROVIT-500,2008-07-01,259,0,0,0
OUROVIT-500,2008-08-01,358,0,0,1
OUROVIT-500,2008-09-01,342,0,0,1
OUROVIT-500,2008-10-01,422,1,0,1
OUROVIT-500,2008-11-01,290,1,0,0
OUROVIT-500,2008-12-01,255,0,0,0
OUROVIT-500,2009-01-01,252,0,0,0
OUROVIT-500,2009-02-01,272,0,0,0
OUROVIT-500,2009-03-01,250,0,0,0
OUROVIT-500,2009-04-01,246,0,0,0
OUROVIT-500,2009-05-01,292,0,0,0
OUROVIT-500,2009-06-01,237,0,0,0
OUROVIT-500,2009-07-01,265,0,0,0
OUROVIT-500,2009-08-01,458,1,1,1
OUROVIT-500,2009-09-01,366,0,0,1
OUROVIT-500,2009-10-01,438,1,0,1
OUROVIT-500,2009-11-01,259,0,0,0
OUROVIT-500,2009-12-01,277,0,0,0
OUROVIT-500,2010-01-01,248,0,0,0
OUROVIT-500,2010-02-01,263,0,0,0
OUROVIT-500,2010-03-01,292,0,1,0
OUROVIT-500,2010-04-01,255,0,0,0
OUROVIT-500,2010-05-01,283,0,0,0
OUROVIT-500,2010-06-01,266,0,1,0
OUROVIT-500,2010-07-01,254,0,0,0
OUROVIT-500,2010-08-01,355,0,0,1
OUROVIT-500,2010-09-01,395,0,0,1
OUROVIT-500,2010-10-01,378,0,0,1
OUROVIT-500,2010-11-01,261,0,0,0
OUROVIT-500,2010-12-01,290,1,0,0
OUROVIT-500,2011-01-01,263,0,0,0
OUROVIT-500,2011-02-01,270,0,0,0
OUROVIT-500,2011-03-01,268,0,0,0
OUROVIT-500,2011-04-01,271,0,0,0
OUROVIT-500,2011-05-01,231,0,0,0
OUROVIT-500,2011-06-01,319,0,1,0
OUROVIT-500,2011-07-01,259,0,0,0
OUROVIT-500,2011-08-01,409,0,0,1
OUROVIT-500,2011-09-01,367,0,0,1
OUROVIT-500,2011-10-01,422,1,0,1
OUROVIT-500,2011-11-01,251,0,0,0
OUROVIT-500,2011-12-01,240,0,0,0
OUROVIT-500,2012-01-01,334,1,0,0
OUROVIT-500,2012-02-01,300,0,0,0
OUROVIT-500,2012-03-01,271,0,0,0
OUROVIT-500,2012-04-01,302,0,1,0
OUROVIT-500,2012-05-01,275,0,0,0
OUROVIT-500,2012-06-01,287,0,0,0
OUROVIT-500,2012-07-01,254,0,0,0
OUROVIT-500,2012-08-01,399,0,0,1
OUROVIT-500,2012-09-01,395,0,1,1
OUROVIT-500,2012-10-01,375,0,0,1
OUROVIT-500,2012-11-01,232,0,0,0
OUROVIT-500,2012-12-01,247,0,0,0
OUROVIT-500,2013-01-01,295,1,0,0
OUROVIT-500,2013-02-01,283,0,0,0
OUROVIT-500,2013-03-01,279,0,0,0
OUROVIT-500,2013-04-01,326,1,0,0
OUROVIT-500,2013-05-01,273,0,0,0
OUROVIT-500,2013-06-01,261,0,0,0
OUROVIT-500,2013-07-01,324,0,1,0
OUROVIT-500,2013-08-01,385,0,0,1
OUROVIT-500,2013-09-01,378,0,0,1
OUROVIT-500,2013-10-01,403,0,0,1
OUROVIT-500,2013-11-01,244,0,0,0
OUROVIT-500,2013-12-01,249,0,0,0
OUROVIT-500,2014-01-01,347,1,0,0
OUROVIT-500,2014-02-01,318,1,0,0
OUROVIT-500,2014-03-01,353,1,0,0
OUROVIT-500,2014-04-01,326,1,0,0
OUROVIT-500,2014-05-01,305,0,0,0
OUROVIT-500,2014-06-01,269,0,0,0
OUROVIT-500,2014-07-01,350,0,1,0
OUROVIT-500,2014-08-01,421,0,0,1
OUROVIT-500,2014-09-01,400,0,0,1
OUROVIT-500,2014-10-01,362,0,0,1
OUROVIT-500,2014-11-01,275,0,0,0
OUROVIT-500,2014-12-01,286,0,0,0
OUROVIT-500,2015-01-01,292,0,0,0
OUROVIT-500,2015-02-01,298,0,0,0
OUROVIT-500,2015-03-01,263,0,0,0
OUROVIT-500,2015-04-01,289,0,0,0
OUROVIT-500,2015-05-01,268,0,0,0
OUROVIT-500,2015-06-01,292,0,0,0
OUROVIT-500,2015-07-01,319,1,0,0
OUROVIT-500,2015-08-01,367,0,0,1
OUROVIT-500,2015-09-01,366,0,0,1
OUROVIT-500,2015-10-01,398,0,0,1
OUROVIT-500,2015-11-01,290,0,0,0
OUROVIT-500,2015-12-01,294,0,0,0
OUROVIT-500,2016-01-01,237,0,0,0
OUROVIT-500,2016-02-01,285,0,0,0
OUROVIT-500,2016-03-01,303,0,0,0
OUROVIT-500,2016-04-01,329,1,0,0
OUROVIT-500,2016-05-01,325,1,0,0
OUROVIT-500,2016-06-01,285,0,0,0
OUROVIT-500,2016-07-01,268,0,0,0
OUROVIT-500,2016-08-01,430,1,0,1
OUROVIT-500,2016-09-01,385,0,0,1
OUROVIT-500,2016-10-01,410,0,0,1
OUROVIT-500,2016-11-01,285,0,0,0
OUROVIT-500,2016-12-01,312,0,0,0
OUROVIT-500,2017-01-01,293,0,0,0
OUROVIT-500,2017-02-01,325,0,1,0
OUROVIT-500,2017-03-01,284,0,0,0
OUROVIT-500,2017-04-01,333,1,0,0
OUROVIT-500,2017-05-01,370,1,0,0
OUROVIT-500,2017-06-01,293,0,0,0
OUROVIT-500,2017-07-01,371,1,0,0
OUROVIT-500,2017-08-01,383,0,0,1
OUROVIT-500,2017-09-01,405,0,0,1
OUROVIT-500,2017-10-01,467,1,1,1
OUROVIT-500,2017-11-01,280,0,0,0
OUROVIT-500,2017-12-01,274,0,0,0
OUROVIT-500,2018-01-01,305,0,0,0
OUROVIT-500,2018-02-01,362,1,0,0
OUROVIT-500,2018-03-01,294,0,0,0
OUROVIT-500,2018-04-01,276,0,0,0
OUROVIT-500,2018-05-01,384,1,0,0
OUROVIT-500,2018-06-01,356,1,0,0
OUROVIT-500,2018-07-01,298,0,0,0
OUROVIT-500,2018-08-01,421,0,0,1
OUROVIT-500,2018-09-01,457,1,0,1
OUROVIT-500,2018-10-01,429,0,0,1
OUROVIT-500,2018-11-01,269,0,0,0
OUROVIT-500,2018-12-01,293,0,0,0
OUROVIT-500,2019-01-01,316,0,0,0
OUROVIT-500,2019-02-01,387,1,0,0
OUROVIT-500,2019-03-01,326,1,0,0
OUROVIT-500,2019-04-01,307,0,0,0
OUROVIT-500,2019-05-01,275,0,0,0
OUROVIT-500,2019-06-01,332,1,0,0
OUROVIT-500,2019-07-01,396,1,1,0
OUROVIT-500,2019-08-01,468,1,0,1
OUROVIT-500,2019-09-01,420,0,0,1
OUROVIT-500,2019-10-01,391,0,0,1
OUROVIT-500,2019-11-01,283,0,0,0
OUROVIT-500,2019-12-01,294,0,0,0
OUROVIT-500,2020-01-01,291,0,0,0
OUROVIT-500,2020-02-01,318,0,0,0
OUROVIT-500,2020-03-01,328,0,0,0
OUROVIT-500,2020-04-01,336,1,0,0
OUROVIT-500,2020-05-01,311,0,0,0
OUROVIT-500,2020-06-01,303,0,0,0
OUROVIT-500,2020-07-01,304,0,0,0
OUROVIT-500,2020-08-01,486,1,0,1
OUROVIT-500,2020-09-01,439,0,0,1
OUROVIT-500,2020-10-01,433,0,0,1
OUROVIT-500,2020-11-01,304,0,0,0
OUROVIT-500,2020-12-01,303,0,0,0
OUROVIT-500,2021-01-01,292,0,0,0
OUROVIT-500,2021-02-01,369,1,0,0
OUROVIT-500,2021-03-01,328,0,1,0
OUROVIT-500,2021-04-01,282,0,0,0
OUROVIT-500,2021-05-01,293,0,0,0
OUROVIT-500,2021-06-01,320,0,0,0
OUROVIT-500,2021-07-01,305,0,0,0
OUROVIT-500,2021-08-01,489,1,0,1
OUROVIT-500,2021-09-01,428,0,0,1
OUROVIT-500,2021-10-01,430,0,0,1
OUROVIT-500,2021-11-01,319,0,0,0
OUROVIT-500,2021-12-01,326,0,0,0
OUROVIT-500,2022-01-01,342,0,0,0
OUROVIT-500,2022-02-01,329,0,0,0
OUROVIT-500,2022-03-01,357,1,0,0
OUROVIT-500,2022-04-01,282,0,0,0
OUROVIT-500,2022-05-01,372,0,1,0
OUROVIT-500,2022-06-01,337,0,0,0
OUROVIT-500,2022-07-01,305,0,0,0
OUROVIT-500,2022-08-01,458,0,0,1
OUROVIT-500,2022-09-01,437,0,0,1
OUROVIT-500,2022-10-01,395,0,0,1
OUROVIT-500,2022-11-01,293,0,0,0
OUROVIT-500,2022-12-01,374,1,0,0
OUROVIT-500,2023-01-01,334,0,0,0
OUROVIT-500,2023-02-01,296,0,0,0
OUROVIT-500,2023-03-01,313,0,0,0
OUROVIT-500,2023-04-01,335,0,0,0
OUROVIT-500,2023-05-01,319,0,0,0
OUROVIT-500,2023-06-01,350,0,0,0
OUROVIT-500,2023-07-01,317,0,0,0
OUROVIT-500,2023-08-01,450,0,0,1
OUROVIT-500,2023-09-01,542,1,1,1
OUROVIT-500,2023-10-01,466,0,1,1
OUROVIT-500,2023-11-01,327,0,1,0
OUROVIT-500,2023-12-01,387,1,0,0
OUROVIT-500,2024-01-01,325,0,0,0
OUROVIT-500,2024-02-01,344,1,0,0
OUROVIT-500,2024-03-01,362,0,1,0
OUROVIT-500,2024-04-01,322,0,0,0
OUROVIT-500,2024-05-01,399,1,0,0
OUROVIT-500,2024-06-01,333,0,0,0
OUROVIT-500,2024-07-01,366,1,0,0
OUROVIT-500,2024-08-01,418,0,0,1
OUROVIT-500,2024-09-01,475,0,0,1
OUROVIT-500,2024-10-01,448,0,0,1
OUROVIT-500,2024-11-01,328,0,0,0
OUROVIT-500,2024-12-01,356,1,0,0
OUROVIT-500,2025-01-01,333,0,0,0
OUROVIT-500,2025-02-01,307,0,0,0
OUROVIT-500,2025-03-01,334,0,0,0
OUROVIT-500,2025-04-01,395,1,0,0
OUROVIT-500,2025-05-01,363,0,0,0
OUROVIT-500,2025-06-01,351,0,0,0
OUROVIT-500,2025-07-01,321,0,0,0
OUROVIT-500,2025-08-01,455,0,0,1
OUROVIT-500,2025-09-01,466,0,0,1
OUROVIT-500,2025-10-01,448,0,0,1
OUROVIT-500,2025-11-01,364,0,0,0
OUROVIT-500,2025-12-01,335,0,0,0
CIPROLAC,2008-01-01,595,0,1,0
CIPROLAC,2008-02-01,500,0,0,0
CIPROLAC,2008-03-01,746,0,0,1
CIPROLAC,2008-04-01,774,0,0,1
CIPROLAC,2008-05-01,410,0,0,0
CIPROLAC,2008-06-01,555,0,0,0
CIPROLAC,2008-07-01,523,0,0,0
CIPROLAC,2008-08-01,525,0,1,0
CIPROLAC,2008-09-01,653,1,0,0
CIPROLAC,2008-10-01,625,1,0,0
CIPROLAC,2008-11-01,749,0,0,1
CIPROLAC,2008-12-01,732,0,0,1
CIPROLAC,2009-01-01,468,0,0,0
CIPROLAC,2009-02-01,492,0,0,0
CIPROLAC,2009-03-01,694,0,0,1
CIPROLAC,2009-04-01,762,0,0,1
CIPROLAC,2009-05-01,568,1,0,0
CIPROLAC,2009-06-01,475,0,0,0
CIPROLAC,2009-07-01,527,0,0,0
CIPROLAC,2009-08-01,544,0,0,0
CIPROLAC,2009-09-01,609,1,0,0
CIPROLAC,2009-10-01,586,0,0,0
CIPROLAC,2009-11-01,721,0,0,1
CIPROLAC,2009-12-01,773,0,0,1
CIPROLAC,2010-01-01,449,0,0,0
CIPROLAC,2010-02-01,543,0,0,0
CIPROLAC,2010-03-01,730,0,0,1
CIPROLAC,2010-04-01,793,0,0,1
CIPROLAC,2010-05-01,522,0,0,0
CIPROLAC,2010-06-01,509,0,0,0
CIPROLAC,2010-07-01,552,0,0,0
CIPROLAC,2010-08-01,524,0,0,0
CIPROLAC,2010-09-01,568,0,1,0
CIPROLAC,2010-10-01,601,1,0,0
CIPROLAC,2010-11-01,841,1,0,1
CIPROLAC,2010-12-01,852,1,0,1
CIPROLAC,2011-01-01,579,0,0,0
CIPROLAC,2011-02-01,523,0,0,0
CIPROLAC,2011-03-01,698,0,0,1
CIPROLAC,2011-04-01,747,0,0,1
CIPROLAC,2011-05-01,555,0,0,0
CIPROLAC,2011-06-01,581,0,0,0
CIPROLAC,2011-07-01,491,0,0,0
CIPROLAC,2011-08-01,661,1,0,0
CIPROLAC,2011-09-01,551,0,0,0
CIPROLAC,2011-10-01,518,0,0,0
CIPROLAC,2011-11-01,852,1,0,1
CIPROLAC,2011-12-01,805,1,0,1
CIPROLAC,2012-01-01,502,0,0,0
CIPROLAC,2012-02-01,565,1,0,0
CIPROLAC,2012-03-01,754,0,0,1
CIPROLAC,2012-04-01,790,0,0,1
CIPROLAC,2012-05-01,537,0,0,0
CIPROLAC,2012-06-01,546,0,0,0
CIPROLAC,2012-07-01,499,0,0,0
CIPROLAC,2012-08-01,519,0,0,0
CIPROLAC,2012-09-01,643,1,0,0
CIPROLAC,2012-10-01,695,0,1,0
CIPROLAC,2012-11-01,861,1,0,1
CIPROLAC,2012-12-01,729,0,0,1
CIPROLAC,2013-01-01,550,0,0,0
CIPROLAC,2013-02-01,572,0,0,0
CIPROLAC,2013-03-01,927,1,0,1
CIPROLAC,2013-04-01,817,0,0,1
CIPROLAC,2013-05-01,585,0,0,0
CIPROLAC,2013-06-01,538,0,0,0
CIPROLAC,2013-07-01,503,0,0,0
CIPROLAC,2013-08-01,662,0,1,0
CIPROLAC,2013-09-01,588,0,0,0
CIPROLAC,2013-10-01,577,0,0,0
CIPROLAC,2013-11-01,818,0,0,1
CIPROLAC,2013-12-01,766,0,0,1
CIPROLAC,2014-01-01,583,0,0,0
CIPROLAC,2014-02-01,654,1,0,0
CIPROLAC,2014-03-01,729,0,0,1
CIPROLAC,2014-04-01,820,0,0,1
CIPROLAC,2014-05-01,712,1,0,0
CIPROLAC,2014-06-01,643,1,0,0
CIPROLAC,2014-07-01,516,0,0,0
CIPROLAC,2014-08-01,542,0,0,0
CIPROLAC,2014-09-01,602,0,0,0
CIPROLAC,2014-10-01,594,0,0,0
CIPROLAC,2014-11-01,813,0,0,1
CIPROLAC,2014-12-01,801,0,0,1
CIPROLAC,2015-01-01,547,0,0,0
CIPROLAC,2015-02-01,694,1,0,0
CIPROLAC,2015-03-01,811,0,0,1
CIPROLAC,2015-04-01,901,1,0,1
CIPROLAC,2015-05-01,605,1,0,0
CIPROLAC,2015-06-01,594,0,0,0
CIPROLAC,2015-07-01,559,0,0,0
CIPROLAC,2015-08-01,529,0,0,0
CIPROLAC,2015-09-01,612,0,0,0
CIPROLAC,2015-10-01,627,0,0,0
CIPROLAC,2015-11-01,774,0,0,1
CIPROLAC,2015-12-01,824,0,0,1
CIPROLAC,2016-01-01,608,0,0,0
CIPROLAC,2016-02-01,515,0,0,0
CIPROLAC,2016-03-01,854,0,1,1
CIPROLAC,2016-04-01,825,0,0,1
CIPROLAC,2016-05-01,748,1,1,0
CIPROLAC,2016-06-01,695,1,0,0
CIPROLAC,2016-07-01,593,0,0,0
CIPROLAC,2016-08-01,578,0,0,0
CIPROLAC,2016-09-01,568,0,0,0
CIPROLAC,2016-10-01,629,0,1,0
CIPROLAC,2016-11-01,867,1,0,1
CIPROLAC,2016-12-01,859,0,1,1
CIPROLAC,2017-01-01,617,0,0,0
CIPROLAC,2017-02-01,564,0,0,0
CIPROLAC,2017-03-01,835,0,0,1
CIPROLAC,2017-04-01,873,0,0,1
CIPROLAC,2017-05-01,637,0,0,0
CIPROLAC,2017-06-01,600,0,0,0
CIPROLAC,2017-07-01,550,0,0,0
CIPROLAC,2017-08-01,546,0,0,0
CIPROLAC,2017-09-01,603,0,0,0
CIPROLAC,2017-10-01,710,1,0,0
CIPROLAC,2017-11-01,831,0,0,1
CIPROLAC,2017-12-01,862,0,0,1
CIPROLAC,2018-01-01,696,0,1,0
CIPROLAC,2018-02-01,712,1,0,0
CIPROLAC,2018-03-01,931,1,0,1
CIPROLAC,2018-04-01,825,0,0,1
CIPROLAC,2018-05-01,749,1,0,0
CIPROLAC,2018-06-01,727,1,0,0
CIPROLAC,2018-07-01,698,1,0,0
CIPROLAC,2018-08-01,612,0,0,0
CIPROLAC,2018-09-01,666,1,0,0
CIPROLAC,2018-10-01,659,0,0,0
CIPROLAC,2018-11-01,826,0,0,1
CIPROLAC,2018-12-01,836,0,0,1
CIPROLAC,2019-01-01,655,0,0,0
CIPROLAC,2019-02-01,744,1,0,0
CIPROLAC,2019-03-01,817,0,0,1
CIPROLAC,2019-04-01,947,1,0,1
CIPROLAC,2019-05-01,615,0,0,0
CIPROLAC,2019-06-01,623,0,0,0
CIPROLAC,2019-07-01,645,0,0,0
CIPROLAC,2019-08-01,641,0,0,0
CIPROLAC,2019-09-01,649,0,0,0
CIPROLAC,2019-10-01,633,0,0,0
CIPROLAC,2019-11-01,875,0,1,1
CIPROLAC,2019-12-01,843,0,0,1
CIPROLAC,2020-01-01,729,1,0,0
CIPROLAC,2020-02-01,594,0,0,0
CIPROLAC,2020-03-01,906,1,0,1
CIPROLAC,2020-04-01,905,0,0,1
CIPROLAC,2020-05-01,600,0,0,0
CIPROLAC,2020-06-01,654,0,1,0
CIPROLAC,2020-07-01,600,0,0,0
CIPROLAC,2020-08-01,636,0,0,0
CIPROLAC,2020-09-01,601,0,0,0
CIPROLAC,2020-10-01,597,0,0,0
CIPROLAC,2020-11-01,841,0,0,1
CIPROLAC,2020-12-01,790,0,0,1
CIPROLAC,2021-01-01,600,0,0,0
CIPROLAC,2021-02-01,798,1,0,0
CIPROLAC,2021-03-01,823,0,0,1
CIPROLAC,2021-04-01,899,0,0,1
CIPROLAC,2021-05-01,622,0,0,0
CIPROLAC,2021-06-01,756,1,0,0
CIPROLAC,2021-07-01,649,0,0,0
CIPROLAC,2021-08-01,638,0,0,0
CIPROLAC,2021-09-01,801,1,0,0
CIPROLAC,2021-10-01,607,0,0,0
CIPROLAC,2021-11-01,850,0,0,1
CIPROLAC,2021-12-01,848,0,0,1
CIPROLAC,2022-01-01,657,0,0,0
CIPROLAC,2022-02-01,614,0,0,0
CIPROLAC,2022-03-01,947,1,0,1
CIPROLAC,2022-04-01,752,0,0,1
CIPROLAC,2022-05-01,643,0,0,0
CIPROLAC,2022-06-01,753,0,1,0
CIPROLAC,2022-07-01,598,0,0,0
CIPROLAC,2022-08-01,652,0,0,0
CIPROLAC,2022-09-01,591,0,0,0
CIPROLAC,2022-10-01,755,1,0,0
CIPROLAC,2022-11-01,797,0,0,1
CIPROLAC,2022-12-01,903,0,0,1
CIPROLAC,2023-01-01,616,0,0,0
CIPROLAC,2023-02-01,658,0,0,0
CIPROLAC,2023-03-01,856,0,0,1
CIPROLAC,2023-04-01,832,0,0,1
CIPROLAC,2023-05-01,601,0,0,0
CIPROLAC,2023-06-01,717,0,1,0
CIPROLAC,2023-07-01,676,0,0,0
CIPROLAC,2023-08-01,696,0,1,0
CIPROLAC,2023-09-01,584,0,0,0
CIPROLAC,2023-10-01,685,0,1,0
CIPROLAC,2023-11-01,896,0,0,1
CIPROLAC,2023-12-01,909,0,0,1
CIPROLAC,2024-01-01,694,0,0,0
CIPROLAC,2024-02-01,660,0,0,0
CIPROLAC,2024-03-01,871,0,0,1
CIPROLAC,2024-04-01,963,1,0,1
CIPROLAC,2024-05-01,639,0,0,0
CIPROLAC,2024-06-01,617,0,0,0
CIPROLAC,2024-07-01,684,0,0,0
CIPROLAC,2024-08-01,704,0,0,0
CIPROLAC,2024-09-01,805,1,0,0
CIPROLAC,2024-10-01,661,0,0,0
CIPROLAC,2024-11-01,925,0,0,1
CIPROLAC,2024-12-01,888,0,0,1
CIPROLAC,2025-01-01,642,0,0,0
CIPROLAC,2025-02-01,629,0,0,0
CIPROLAC,2025-03-01,918,0,0,1
CIPROLAC,2025-04-01,937,0,0,1
CIPROLAC,2025-05-01,675,0,0,0
CIPROLAC,2025-06-01,643,0,0,0
CIPROLAC,2025-07-01,668,0,0,0
CIPROLAC,2025-08-01,781,1,0,0
CIPROLAC,2025-09-01,727,0,0,0
CIPROLAC,2025-10-01,670,0,0,0
CIPROLAC,2025-11-01,950,1,0,1
CIPROLAC,2025-12-01,906,0,0,1
SUPERHION-5L,2008-01-01,679,0,0,1
SUPERHION-5L,2008-02-01,600,1,0,0
SUPERHION-5L,2008-03-01,548,0,1,0
SUPERHION-5L,2008-04-01,527,0,0,0
SUPERHION-5L,2008-05-01,534,0,0,0
SUPERHION-5L,2008-06-01,494,0,0,0
SUPERHION-5L,2008-07-01,574,0,1,0
SUPERHION-5L,2008-08-01,486,0,0,0
SUPERHION-5L,2008-09-01,665,0,1,0
SUPERHION-5L,2008-10-01,761,1,0,1
SUPERHION-5L,2008-11-01,838,0,1,1
SUPERHION-5L,2008-12-01,710,0,0,1
SUPERHION-5L,2009-01-01,733,0,0,1
SUPERHION-5L,2009-02-01,523,0,0,0
SUPERHION-5L,2009-03-01,648,1,0,0
SUPERHION-5L,2009-04-01,602,0,1,0
SUPERHION-5L,2009-05-01,506,0,0,0
SUPERHION-5L,2009-06-01,457,0,0,0
SUPERHION-5L,2009-07-01,683,1,1,0
SUPERHION-5L,2009-08-01,445,0,0,0
SUPERHION-5L,2009-09-01,500,0,0,0
SUPERHION-5L,2009-10-01,735,0,0,1
SUPERHION-5L,2009-11-01,725,0,0,1
SUPERHION-5L,2009-12-01,779,0,0,1
SUPERHION-5L,2010-01-01,793,1,0,1
SUPERHION-5L,2010-02-01,543,0,0,0
SUPERHION-5L,2010-03-01,586,1,0,0
SUPERHION-5L,2010-04-01,549,0,0,0
SUPERHION-5L,2010-05-01,430,0,0,0
SUPERHION-5L,2010-06-01,517,0,0,0
SUPERHION-5L,2010-07-01,594,0,0,0
SUPERHION-5L,2010-08-01,546,0,0,0
SUPERHION-5L,2010-09-01,418,0,0,0
SUPERHION-5L,2010-10-01,723,0,0,1
SUPERHION-5L,2010-11-01,771,0,0,1
SUPERHION-5L,2010-12-01,847,1,0,1
SUPERHION-5L,2011-01-01,692,0,0,1
SUPERHION-5L,2011-02-01,542,0,0,0
SUPERHION-5L,2011-03-01,517,0,0,0
SUPERHION-5L,2011-04-01,525,0,0,0
SUPERHION-5L,2011-05-01,541,0,0,0
SUPERHION-5L,2011-06-01,507,0,0,0
SUPERHION-5L,2011-07-01,453,0,0,0
SUPERHION-5L,2011-08-01,510,0,0,0
SUPERHION-5L,2011-09-01,562,0,0,0
SUPERHION-5L,2011-10-01,726,0,0,1
SUPERHION-5L,2011-11-01,883,1,0,1
SUPERHION-5L,2011-12-01,696,0,0,1
SUPERHION-5L,2012-01-01,747,0,0,1
SUPERHION-5L,2012-02-01,513,0,0,0
SUPERHION-5L,2012-03-01,569,0,1,0
SUPERHION-5L,2012-04-01,518,0,0,0
SUPERHION-5L,2012-05-01,563,0,0,0
SUPERHION-5L,2012-06-01,686,1,0,0
SUPERHION-5L,2012-07-01,472,0,0,0
SUPERHION-5L,2012-08-01,531,0,0,0
SUPERHION-5L,2012-09-01,552,0,0,0
SUPERHION-5L,2012-10-01,879,0,1,1
SUPERHION-5L,2012-11-01,765,0,0,1
SUPERHION-5L,2012-12-01,751,0,0,1
SUPERHION-5L,2013-01-01,879,1,0,1
SUPERHION-5L,2013-02-01,600,0,1,0
SUPERHION-5L,2013-03-01,570,0,0,0
SUPERHION-5L,2013-04-01,604,0,0,0
SUPERHION-5L,2013-05-01,596,0,0,0
SUPERHION-5L,2013-06-01,632,0,0,0
SUPERHION-5L,2013-07-01,606,1,0,0
SUPERHION-5L,2013-08-01,548,0,0,0
SUPERHION-5L,2013-09-01,527,0,0,0
SUPERHION-5L,2013-10-01,729,0,0,1
SUPERHION-5L,2013-11-01,820,0,0,1
SUPERHION-5L,2013-12-01,784,0,0,1
SUPERHION-5L,2014-01-01,730,0,0,1
SUPERHION-5L,2014-02-01,539,0,0,0
SUPERHION-5L,2014-03-01,562,0,0,0
SUPERHION-5L,2014-04-01,603,0,0,0
SUPERHION-5L,2014-05-01,620,0,0,0
SUPERHION-5L,2014-06-01,564,0,0,0
SUPERHION-5L,2014-07-01,645,1,0,0
SUPERHION-5L,2014-08-01,733,1,1,0
SUPERHION-5L,2014-09-01,605,0,0,0
SUPERHION-5L,2014-10-01,872,0,1,1
SUPERHION-5L,2014-11-01,761,0,0,1
SUPERHION-5L,2014-12-01,757,0,0,1
SUPERHION-5L,2015-01-01,920,1,0,1
SUPERHION-5L,2015-02-01,696,0,1,0
SUPERHION-5L,2015-03-01,627,0,0,0
SUPERHION-5L,2015-04-01,549,0,0,0
SUPERHION-5L,2015-05-01,567,0,0,0
SUPERHION-5L,2015-06-01,549,0,0,0
SUPERHION-5L,2015-07-01,691,1,0,0
SUPERHION-5L,2015-08-01,665,1,0,0
SUPERHION-5L,2015-09-01,590,0,0,0
SUPERHION-5L,2015-10-01,835,0,0,1
SUPERHION-5L,2015-11-01,688,0,0,1
SUPERHION-5L,2015-12-01,805,0,0,1
